"Status","Comment"
"Not SATD","// the participants store it must be explicitly set in the"
"Not SATD","// used), although that should not be a problem given that only the"
"Not SATD","// We have to do this synchronously, because in unload and beforeunload"
"Not SATD","// when the conversation is got again (as ""addParticipantOnce"" is"
"Not SATD","// yet)."
"Not SATD","// ""inCall"" flag (which is locally updated when joining and leaving"
"Not SATD","// a call) is currently used."
"Not SATD","// actors store."
"Not SATD","// Although the current participant is automatically added to"
"Not SATD","// anonymous user) and the user that fetched the signaling"
"Not SATD","// anonymous user)."
"Not SATD","// done once the user has joined the conversation (otherwise only"
"Not SATD","// FIXME The participant will not be updated with the server data"
"Not SATD","// from the data returned by the controller (as the public share"
"Not SATD","// Instead of using ""getCurrentUser()"" the current user is set"
"Not SATD","// instead."
"Not SATD","// limited data would be received if the user was not a participant"
"Not SATD","// No need to wait for it, but fetching the conversation needs to be"
"Not SATD","// of the conversation yet)."
"Not SATD","// otherwise the connection would fail due to a mismatch between"
"Not SATD","// page uses the incognito mode, and thus it always returns an"
"Not SATD","// Promises, async and await are prohibited."
"Not SATD","// see browserCheck mixin"
"Not SATD","// Set the current actor/participant for guests"
"Not SATD","// Setting a guest only uses ""sessionId"" and ""participantType""."
"Not SATD","// settings (the actual user). However, if that happens the"
"Not SATD","// signaling server is used periodic polling has to be used"
"Not SATD","// signaling server will retry the connection again and again,"
"Not SATD","// so at some point the anonymous user will have been overriden"
"Not SATD","// Styles"
"Not SATD","// The ""should-refresh-conversations"" event is triggered only when"
"Not SATD","// the external signaling server is used; when the internal"
"Not SATD","// the participants store it must be explicitly set in the"
"Not SATD","// the user ID given when connecting to the backend (an"
"Not SATD","// until the current user is set before trying to connect, as"
"Not SATD","// used), although that should not be a problem given that only the"
"Not SATD","// We have to do this synchronously, because in unload and beforeunload"
"Not SATD","// when the conversation is got again (as ""addParticipantOnce"" is"
"Not SATD","// When the external signaling server is used it should wait"
"Not SATD","// with the current user and the connection will succeed."
"Not SATD","// beforeunload Promises, async and await are prohibited."
"Not SATD","// expected to clean up before leaving, but just in case."
"Not SATD","// This should not be strictly needed, as the recording server is"
"Not SATD","// We have to do this synchronously, because in unload and"
"Not SATD","// if index.php is in the url AND we got this far, then it's working:"
"Not SATD","// let's keep using index.php in the url"
"Not SATD","// On desktop (Electron) app is open via file:// protocol - History API is not available and no base path"
"Not SATD","// On desktop add index path as root page"
"Not SATD","// cleaning up the mess left behind the previous test"
"Not SATD","// force our axios"
"Not SATD","// init webdav client on default dav endpoint"
"Not SATD","// FIXME: errors should be handled by called instead"
"Not SATD","// OC.Share.SHARE_TYPE_ROOM,"
"Not SATD","// cleaning up the mess left behind the previous test"
"Not SATD","// cleaning up the mess left behind the previous test"
"Not SATD","// FIXME Signaling should not be synchronous"
"Not SATD","// FIXME Signaling should not be synchronous"
"Not SATD","// FIXME: should throw"
"Not SATD","// For API documentation see https://nextcloud-talk.readthedocs.io/en/latest/poll/"
"Not SATD","// (n = limit)"
"Not SATD","// of shared item"
"Not SATD","// Returns the last 200 (or limit) shared items, given a conversation and the type"
"Not SATD","// Returns the last n shared items for each category and for a given conversation"
"Not SATD","// On the Desktop generateUrl creates absolute url by default"
"Not SATD","// TODO: add this function to @nextcloud/router?"
"Not SATD","//${window.location.host}${fullPath}`"
"Not SATD","// FIXME context.commit('setDisplayName', '')"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// user values unchanged"
"Not SATD","// A single breakout room (the target one) is returned, so it needs"
"Not SATD","// Add the participants of the breakout rooms to the participants store"
"Not SATD","// Add the updated parent conversation to the conversations store"
"Not SATD","// Add the updated parent conversation to the conversations store"
"Not SATD","// Add the updated parent conversation to the conversations store"
"Not SATD","// Deletes all breakout rooms for a given parent room token"
"Not SATD","// Get the parent room token provided a breakoutroom token"
"Not SATD","// Get the participants of the breakout rooms"
"Not SATD","// Get the participants of the breakout rooms"
"Not SATD","// Open the sidebar and switch to the breakout rooms tab"
"Not SATD","// Purge the participants of the breakout rooms before adding the updated ones"
"Not SATD","// Purge the participants of the main room"
"Not SATD","// Remove breakout rooms from this store"
"Not SATD","// The breakout room to be added is first removed if it exists already."
"Not SATD","// to be wrapper in an array."
"Not SATD","// BrowserStorage.getItem returns a string instead of a boolean"
"Not SATD","// clear raised hands as they were specific to the call"
"Not SATD","// default to grid view for group/public calls, otherwise speaker view"
"Not SATD","// don't start twice, this would prevent multiple"
"Not SATD","// note: only the raised states are stored, so no need to confirm"
"Not SATD","// restore previous state"
"Not SATD","// screen shares to clear the last call view state"
"Not SATD","// switch off grid mode during presentation and collapse"
"Not SATD","// the last state"
"Not SATD","// the stripe to focus on the screen share, but continue remembering"
"Not SATD","// also processes participants"
"Not SATD","// and reset all mocks"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// remove participant store to avoid participant interaction"
"Not SATD","// state kept"
"Not SATD","// state kept, not reset"
"Not SATD","// state kept, not restored"
"Not SATD","// state kept, not restored"
"Not SATD","// switch during presentation"
"Not SATD","// switch during presentation"
"Not SATD","// to fully reset the state between tests, clear the storage"
"Not SATD","// using commit instead of dispatch because the action"
"Not SATD","// always returns an anonymous user)."
"Not SATD","// Conversation not loaded yet, skipping"
"Not SATD","// Conversation not loaded yet, skipping"
"Not SATD","// Fallback to getCurrentUser() only if if has not been set yet (as"
"Not SATD","// Filter out breakout rooms from left sidebar"
"Not SATD","// FIXME check public share page handling"
"Not SATD","// FIXME: logic is reversed"
"Not SATD","// FIXME: rename to deleteConversationsFromStore or a better name"
"Not SATD","// getCurrentUser() needs to be overriden in public share pages as it"
"Not SATD","// Inaccurate but best effort from here on:"
"Not SATD","// Inaccurate but best effort from here on:"
"Not SATD","// The backend requires the state and timestamp to be set together."
"Not SATD","// TODO guest name from localstore?"
"Not SATD","// TODO: also purge messages ??"
"Not SATD","// upon success, also delete from store"
"Not SATD","// add conversation that should be purged"
"Not SATD","// not deleted from server..."
"Not SATD","// the one from the conversation is taken..."
"Not SATD","// Add temporary messages (files) to the messages list"
"Not SATD","// Adds a ""file to be shared to the store"""
"Not SATD","// Candidate rest of the path"
"Not SATD","// Create a unique index for each file"
"Not SATD","// Create temporary message for the file and add it to the message list"
"Not SATD","// Create upload id if not present"
"Not SATD","// currentFile to be uploaded"
"Not SATD","// Get a unique relative path based on the previous path variable"
"Not SATD","// Get localurl for some image previews"
"Not SATD","// Get the files that have successfully been uploaded from the store"
"Not SATD","// gets the current attachment folder"
"Not SATD","// gets the current attachment folder"
"Not SATD","// Iterate again and perform the uploads"
"Not SATD","// mark all files as uploading"
"Not SATD","// Mark the file as uploaded in the store"
"Not SATD","// Mark the upload as failed in the store"
"Not SATD","// Marks a given file as failed upload"
"Not SATD","// Marks a given file as shared"
"Not SATD","// Marks a given file as sharing"
"Not SATD","// Marks a given file as uploaded"
"Not SATD","// Marks a given file as uploading"
"Not SATD","// messages list"
"Not SATD","// note: can't overwrite the original read-only name attribute"
"Not SATD","// Path for the sharing request"
"Not SATD","// Returns all the files that have been successfully uploaded provided an"
"Not SATD","// Scroll the message list"
"Not SATD","// Set last upload id"
"Not SATD","// Set temporary message for each file"
"Not SATD","// Sets the id of the current upload operation"
"Not SATD","// Sets uploaded amount of bytes"
"Not SATD","// Share each of those files to the conversation"
"Not SATD","// Store the previously created temporary message"
"Not SATD","// Tag the previously indexed files and add the temporary messages to the"
"Not SATD","// upload id"
"Not SATD","// Upload the file"
"Not SATD","// userRoot path"
"Not SATD","// temporary message mock uses incremental id"
"Not SATD","// attempt overwriting"
"Not SATD","// attempt overwriting"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// 403 when room is read-only, 412 when switched to lobby mode"
"Not SATD","// after seeing the message in the chat."
"Not SATD","// after the first grab of the history, otherwise they start loading"
"Not SATD","// an earlier page and scrolls down"
"Not SATD","// And adds the complete version of the message received"
"Not SATD","// Assign the new cancel function to our data value"
"Not SATD","// Assign the new cancel function to our data value"
"Not SATD","// Assign the new cancel function to our data value"
"Not SATD","// by the server"
"Not SATD","// Decreases reaction count for a particular reaction on a message"
"Not SATD","// discard counters"
"Not SATD","// do it conditionally because there could have been more messages appearing concurrently"
"Not SATD","// Filter out some system messages"
"Not SATD","// FIXME: don't use showError here but set a flag"
"Not SATD","// For guests we also need to set the last known message id"
"Not SATD","// force in case the display name has changed since"
"Not SATD","// Get a new cancelable request function and cancel function pair"
"Not SATD","// Get a new cancelable request function and cancel function pair"
"Not SATD","// Get a new cancelable request function and cancel function pair"
"Not SATD","// if needed"
"Not SATD","// If successful, deletes the temporary message from the store"
"Not SATD","// in case we encounter an already read message, reset the counter"
"Not SATD","// Increases reaction count for a particular reaction on a message"
"Not SATD","// index, will be the id from now on"
"Not SATD","// no await to make it async"
"Not SATD","// only increase the counter if the conversation store was out of sync with the message list"
"Not SATD","// only update on server side if there's an actual user, not guest"
"Not SATD","// only update the value if it's been changed to true"
"Not SATD","// optimistic early commit to avoid indicator flickering"
"Not SATD","// Overwrite the conversation.hasCall property so people can join"
"Not SATD","// parse mentions data to update ""conversation.unreadMention"","
"Not SATD","// Process each messages and adds it to the store"
"Not SATD","// Process each messages and adds it to the store"
"Not SATD","// Process each messages and adds it to the store"
"Not SATD","// Restore the previous message state"
"Not SATD","// Restore the previous state if the request fails"
"Not SATD","// Restore the previous state if the request fails"
"Not SATD","// Returns true if the message has reactions"
"Not SATD","// set the id to the last message"
"Not SATD","// somewhere that makes Vue trigger the error message"
"Not SATD","// the cancel handler only exists when a message is being sent"
"Not SATD","// the full history with fetchMessages()."
"Not SATD","// the last fetch"
"Not SATD","// The response return an array with the reaction details for this message"
"Not SATD","// The response return an array with the reaction details for this message"
"Not SATD","// There are not yet enough visible messages loaded, so fetch another chunk."
"Not SATD","// There are not yet enough visible messages loaded, so fetch another chunk."
"Not SATD","// This can happen when a lot of reactions or poll votings happen"
"Not SATD","// This can happen when a lot of reactions or poll votings happen"
"Not SATD","// this is probably unlikely to happen unless one starts browsing from"
"Not SATD","// Update conversations list order"
"Not SATD","// update guest display names cache"
"Not SATD","// update guest display names cache"
"Not SATD","// update guest display names cache,"
"Not SATD","// update lastMessage and lastReadMessage"
"Not SATD","// values"
"Not SATD","// values"
"Not SATD","// We replace the reaction details in the reactions store and wipe the old"
"Not SATD","// We replace the reaction details in the reactions store and wipe the old"
"Not SATD","// add again just replaces it"
"Not SATD","// mock this complex local action as we already tested it elsewhere"
"Not SATD","// not updated"
"Not SATD","// same as the retrieved message, conversation is in sync"
"Not SATD","// smaller number to make it update"
"Not SATD","// smaller number to make it update"
"Not SATD","// smaller number to make it update"
"Not SATD","// this is the last unread message"
"Not SATD","// this message was already read"
"Not SATD","// this one is the last read message so doesn't count"
"Not SATD","// with messages getter"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// ""Waiting for others to join the call ?"" after some seconds."
"Not SATD","// be triggered using a store flag and a dedicated Vue component"
"Not SATD","// Cancel"
"Not SATD","// Confirm"
"Not SATD","// eslint-disable-next-line no-undef"
"Not SATD","// Fallback to the participant list, if we have a user id that should be easy"
"Not SATD","// FIXME: don't demote already demoted, use server response instead"
"Not SATD","// FIXME: don't promote already promoted or read resulting type from server response"
"Not SATD","// FIXME: UI stuff doesn't belong here, should rather"
"Not SATD","// If by accident we never receive a users list, just switch to"
"Not SATD","// If successful, deletes the conversation from the store"
"Not SATD","// Little hack to check if the close button was used which we can't disable,"
"Not SATD","// not listen to when it was used."
"Not SATD","// Update the participant and actor session after a force join"
"Not SATD","// When the user is/was in a call, we accept 20 seconds more delay"
"Not SATD","// Actor id mismatch"
"Not SATD","// Actor type mismatch"
"Not SATD","// does not add again"
"Not SATD","// media device is not available."
"Not SATD","// media device is not available."
"Not SATD","// needed for the updateSessionId call which requires this"
"Not SATD","// The requested flags and the actual flags can be different if some"
"Not SATD","// The requested flags and the actual flags can be different if some"
"Not SATD","// Add debounce function for getting the poll data"
"Not SATD","// Add the debounce function to the state object"
"Not SATD","// Call the debounce function for getting the poll data"
"Not SATD","// Create debounce function for getting this particular poll data"
"Not SATD","// if it does not exist yet"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// Checks if a user has already reacted to a message with a particular reaction"
"Not SATD","//    audio: {},"
"Not SATD","//    deckcard: {},"
"Not SATD","//    file: {},"
"Not SATD","//    location: {}"
"Not SATD","//    media: {},"
"Not SATD","//    other: {},"
"Not SATD","//    voice: {},"
"Not SATD","// },"
"Not SATD","// loop over the response elements and add them to the store"
"Not SATD","// sharedItemsByConversationAndType structure"
"Not SATD","// token: {"
"Not SATD","// Go back to the previous sidebar state"
"Not SATD","// Record sidebar status before starting editing process"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// initial one"
"Not SATD","// initial one"
"Not SATD","// no header"
"Not SATD","// no headers"
"Not SATD","// helpers"
"Not SATD","// eslint-disable-next-line"
"Not SATD","// relevant for the tests) in jsdom: https://github.com/jsdom/jsdom/issues/1721"
"Not SATD","// TODO: use nextcloud-l10n lib once https://github.com/nextcloud/nextcloud-l10n/issues/271 is solved"
"Not SATD","// Work around missing ""URL.createObjectURL"" (which is used in the code but not"
"Not SATD","// expose function to check if an exception is from a cancellation"
"Not SATD","// Add methods to the prototype from the functions defined above"
"Not SATD","// Check if the path ends with ` (n)`"
"Not SATD","// Get the file extension (if any)"
"Not SATD","// If there's a file extention, remove it from the path string"
"Not SATD","// Initialise a pathwithout suffix variable"
"Not SATD","// Loop until a unique path is found"
"Not SATD","// remove the suffix if any"
"Not SATD","// Return the input path if it doesn't exist in the destination folder"
"Not SATD","// @flow"
"Not SATD","// Checks if WebAssembly feature is supported or enabled by/in the browser."
"Not SATD","// Conditional import of wasm-check package is done to prevent"
"Not SATD","// the browser from crashing when the user opens the app."
"Not SATD","// @flow"
"Not SATD","// _inputVideoElement: HTMLVideoElement;"
"Not SATD","// _maskFrameTimerWorker: Worker;"
"Not SATD","// _model: Object;"
"Not SATD","// _onMaskFrameTimer: Function;"
"Not SATD","// _options: Object;"
"Not SATD","// _outputCanvasCtx: Object;"
"Not SATD","// _outputCanvasElement: HTMLCanvasElement;"
"Not SATD","// _renderMask: Function;"
"Not SATD","// _segmentationMask: Object;"
"Not SATD","// _segmentationMaskCanvas: Object;"
"Not SATD","// _segmentationMaskCtx: Object;"
"Not SATD","// _segmentationPixelCount: number;"
"Not SATD","// _stream: Object;"
"Not SATD","// _virtualImage: HTMLImageElement;"
"Not SATD","// _virtualVideo: HTMLVideoElement;"
"Not SATD","// All consts in Worker in obj array."
"Not SATD","// already."
"Not SATD","// Bind event handler so it is only bound once for every instance."
"Not SATD","// Calculate segmentation data only if the previous one finished"
"Not SATD","// Draw segmentation mask."
"Not SATD","// Draw the background."
"Not SATD","// Draw the foreground video."
"Not SATD","// Flip the canvas and prevent mirror behaviour."
"Not SATD","// Flip the canvas and prevent mirror behaviour."
"Not SATD","// isEnabled: Function;"
"Not SATD","// Save current context before applying transformations."
"Not SATD","// Save current context before applying transformations."
"Not SATD","// Smooth out the edges."
"Not SATD","// startEffect: Function;"
"Not SATD","// stopEffect: Function;"
"Not SATD","// Workaround for FF issue https://bugzilla.mozilla.org/show_bug.cgi?id=1388974"
"Not SATD","// All consts in Worker in obj array."
"Not SATD","// be assumed that the model failed to load."
"Not SATD","// error is downloaded instead of the file) loading the model will"
"Not SATD","// Even if the wrong tflite file is downloaded (for example, if an HTML"
"Not SATD","// exported the worker is loaded as expected."
"Not SATD","// succeed. However, if the model does not have certain values it could"
"Not SATD","// This is needed to make the linter happy, but even if nothing is actually"
"Not SATD","//"";function isFileURI(filename){return hasPrefix(filename,fileURIPrefix)}var wasmBinaryFile=""tflite.wasm"";if(!isDataURI(wasmBinaryFile)){wasmBinaryFile=locateFile(wasmBinaryFile)}function getBinary(file){try{if(file==wasmBinaryFile&&wasmBinary){return new Uint8Array(wasmBinary)}if(readBinary){return readBinary(file)}else{throw""both async and sync fetching of the wasm failed""}}catch(err){abort(err)}}function getBinaryPromise(){if(!wasmBinary&&(ENVIRONMENT_IS_WEB||ENVIRONMENT_IS_WORKER)){if(typeof fetch===""function""&&!isFileURI(wasmBinaryFile)){return fetch(wasmBinaryFile,{credentials:""same-origin""}).then(function(response){if(!response[""ok""]){throw""failed to load wasm binary file at '""+wasmBinaryFile+""'""}return response[""arrayBuffer""]()}).catch(function(){return getBinary(wasmBinaryFile)})}else{if(readAsync){return new Promise(function(resolve,reject){readAsync(wasmBinaryFile,function(response){resolve(new Uint8Array(response))},reject)})}}}return Promise.resolve().then(function(){return getBinary(wasmBinaryFile)})}function createWasm(){var info={""a"":asmLibraryArg};function receiveInstance(instance,module){var exports=instance.exports;Module[""asm""]=exports;wasmMemory=Module[""asm""][""q""];updateGlobalBufferAndViews(wasmMemory.buffer);wasmTable=Module[""asm""][""D""];removeRunDependency(""wasm-instantiate"")}addRunDependency(""wasm-instantiate"");function receiveInstantiatedSource(output){receiveInstance(output[""instance""])}function instantiateArrayBuffer(receiver){return getBinaryPromise().then(function(binary){return WebAssembly.instantiate(binary,info)}).then(receiver,function(reason){err(""failed to asynchronously prepare wasm: ""+reason);abort(reason)})}function instantiateAsync(){if(!wasmBinary&&typeof WebAssembly.instantiateStreaming===""function""&&!isDataURI(wasmBinaryFile)&&!isFileURI(wasmBinaryFile)&&typeof fetch===""function""){return fetch(wasmBinaryFile,{credentials:""same-origin""}).then(function(response){var result=WebAssembly.instantiateStreaming(response,info);return result.then(receiveInstantiatedSource,function(reason){err(""wasm streaming compile failed: ""+reason);err(""falling back to ArrayBuffer instantiation"");return instantiateArrayBuffer(receiveInstantiatedSource)})})}else{return instantiateArrayBuffer(receiveInstantiatedSource)}}if(Module[""instantiateWasm""]){try{var exports=Module[""instantiateWasm""](info,receiveInstance);return exports}catch(e){err(""Module.instantiateWasm callback failed with error: ""+e);return false}}instantiateAsync().catch(readyPromiseReject);return{}}function callRuntimeCallbacks(callbacks){while(callbacks.length>0){var callback=callbacks.shift();if(typeof callback==""function""){callback(Module);continue}var func=callback.func;if(typeof func===""number""){if(callback.arg===undefined){wasmTable.get(func)()}else{wasmTable.get(func)(callback.arg)}}else{func(callback.arg===undefined?null:callback.arg)}}}function _abort(){abort()}var _emscripten_get_now;if(ENVIRONMENT_IS_NODE){_emscripten_get_now=function(){var t=process[""hrtime""]();return t[0]*1e3+t[1]/1e6}}else if(typeof dateNow!==""undefined""){_emscripten_get_now=dateNow}else _emscripten_get_now=function(){return performance.now()};var _emscripten_get_now_is_monotonic=true;function setErrNo(value){HEAP32[___errno_location()>>2]=value;return value}function _clock_gettime(clk_id,tp){var now;if(clk_id===0){now=Date.now()}else if((clk_id===1||clk_id===4)&&_emscripten_get_now_is_monotonic){now=_emscripten_get_now()}else{setErrNo(28);return-1}HEAP32[tp>>2]=now/1e3|0;HEAP32[tp+4>>2]=now%1e3*1e3*1e3|0;return 0}function _dlopen(filename,flag){abort(""To use dlopen, you need to use Emscripten's linking support, see https://github.com/emscripten-core/emscripten/wiki/Linking"")}function _dlsym(handle,symbol){abort(""To use dlopen, you need to use Emscripten's linking support, see https://github.com/emscripten-core/emscripten/wiki/Linking"")}function _emscripten_memcpy_big(dest,src,num){HEAPU8.copyWithin(dest,src,src+num)}function _emscripten_get_heap_size(){return HEAPU8.length}function emscripten_realloc_buffer(size){try{wasmMemory.grow(size-buffer.byteLength+65535>>>16);updateGlobalBufferAndViews(wasmMemory.buffer);return 1}catch(e){}}function _emscripten_resize_heap(requestedSize){requestedSize=requestedSize>>>0;var oldSize=_emscripten_get_heap_size();var maxHeapSize=2147483648;if(requestedSize>maxHeapSize){return false}var minHeapSize=16777216;for(var cutDown=1;cutDown<=4;cutDown*=2){var overGrownHeapSize=oldSize*(1+.2/cutDown);overGrownHeapSize=Math.min(overGrownHeapSize,requestedSize+100663296);var newSize=Math.min(maxHeapSize,alignUp(Math.max(minHeapSize,requestedSize,overGrownHeapSize),65536));var replacement=emscripten_realloc_buffer(newSize);if(replacement){return true}}return false}function _emscripten_thread_sleep(msecs){var start=_emscripten_get_now();while(_emscripten_get_now()-start<msecs){}}var ENV={};function getExecutableName(){return thisProgram||""./this.program""}function getEnvStrings(){if(!getEnvStrings.strings){var lang=(typeof navigator===""object""&&navigator.languages&&navigator.languages[0]||""C"").replace(""-"",""_"")+"".UTF-8"";var env={""USER"":""web_user"",""LOGNAME"":""web_user"",""PATH"":""/"",""PWD"":""/"",""HOME"":""/home/web_user"",""LANG"":lang,""_"":getExecutableName()};for(var x in ENV){env[x]=ENV[x]}var strings=[];for(var x in env){strings.push(x+""=""+env[x])}getEnvStrings.strings=strings}return getEnvStrings.strings}var SYSCALLS={mappings:{},buffers:[null,[],[]],printChar:function(stream,curr){var buffer=SYSCALLS.buffers[stream];if(curr===0||curr===10){(stream===1?out:err)(UTF8ArrayToString(buffer,0));buffer.length=0}else{buffer.push(curr)}},varargs:undefined,get:function(){SYSCALLS.varargs+=4;var ret=HEAP32[SYSCALLS.varargs-4>>2];return ret},getStr:function(ptr){var ret=UTF8ToString(ptr);return ret},get64:function(low,high){return low}};function _environ_get(__environ,environ_buf){var bufSize=0;getEnvStrings().forEach(function(string,i){var ptr=environ_buf+bufSize;HEAP32[__environ+i*4>>2]=ptr;writeAsciiToMemory(string,ptr);bufSize+=string.length+1});return 0}function _environ_sizes_get(penviron_count,penviron_buf_size){var strings=getEnvStrings();HEAP32[penviron_count>>2]=strings.length;var bufSize=0;strings.forEach(function(string){bufSize+=string.length+1});HEAP32[penviron_buf_size>>2]=bufSize;return 0}function _exit(status){exit(status)}function _fd_close(fd){return 0}function _fd_seek(fd,offset_low,offset_high,whence,newOffset){}function _fd_write(fd,iov,iovcnt,pnum){var num=0;for(var i=0;i<iovcnt;i++){var ptr=HEAP32[iov+i*8>>2];var len=HEAP32[iov+(i*8+4)>>2];for(var j=0;j<len;j++){SYSCALLS.printChar(fd,HEAPU8[ptr+j])}num+=len}HEAP32[pnum>>2]=num;return 0}function _pthread_create(){return 6}function _pthread_join(){return 28}function _sysconf(name){switch(name){case 30:return 16384;case 85:var maxHeapSize=2147483648;return maxHeapSize/16384;case 132:case 133:case 12:case 137:case 138:case 15:case 235:case 16:case 17:case 18:case 19:case 20:case 149:case 13:case 10:case 236:case 153:case 9:case 21:case 22:case 159:case 154:case 14:case 77:case 78:case 139:case 82:case 68:case 67:case 164:case 11:case 29:case 47:case 48:case 95:case 52:case 51:case 46:return 200809;case 27:case 246:case 127:case 128:case 23:case 24:case 160:case 161:case 181:case 182:case 242:case 183:case 184:case 243:case 244:case 245:case 165:case 178:case 179:case 49:case 50:case 168:case 169:case 175:case 170:case 171:case 172:case 97:case 76:case 32:case 173:case 35:case 80:case 81:case 79:return-1;case 176:case 177:case 7:case 155:case 8:case 157:case 125:case 126:case 92:case 93:case 129:case 130:case 131:case 94:case 91:return 1;case 74:case 60:case 69:case 70:case 4:return 1024;case 31:case 42:case 72:return 32;case 87:case 26:case 33:return 2147483647;case 34:case 1:return 47839;case 38:case 36:return 99;case 43:case 37:return 2048;case 0:return 2097152;case 3:return 65536;case 28:return 32768;case 44:return 32767;case 75:return 16384;case 39:return 1e3;case 89:return 700;case 71:return 256;case 40:return 255;case 2:return 100;case 180:return 64;case 25:return 20;case 5:return 16;case 6:return 6;case 73:return 4;case 84:{if(typeof navigator===""object"")return navigator[""hardwareConcurrency""]||1;return 1}}setErrNo(28);return-1}var asmLibraryArg={""a"":_abort,""n"":_clock_gettime,""i"":_dlopen,""e"":_dlsym,""l"":_emscripten_memcpy_big,""m"":_emscripten_resize_heap,""o"":_emscripten_thread_sleep,""p"":_environ_get,""g"":_environ_sizes_get,""j"":_exit,""h"":_fd_close,""k"":_fd_seek,""c"":_fd_write,""d"":_pthread_create,""f"":_pthread_join,""b"":_sysconf};var asm=createWasm();var ___wasm_call_ctors=Module[""___wasm_call_ctors""]=function(){return(___wasm_call_ctors=Module[""___wasm_call_ctors""]=Module[""asm""][""r""]).apply(null,arguments)};var _getModelBufferMemoryOffset=Module[""_getModelBufferMemoryOffset""]=function(){return(_getModelBufferMemoryOffset=Module[""_getModelBufferMemoryOffset""]=Module[""asm""][""s""]).apply(null,arguments)};var _getInputMemoryOffset=Module[""_getInputMemoryOffset""]=function(){return(_getInputMemoryOffset=Module[""_getInputMemoryOffset""]=Module[""asm""][""t""]).apply(null,arguments)};var _getInputHeight=Module[""_getInputHeight""]=function(){return(_getInputHeight=Module[""_getInputHeight""]=Module[""asm""][""u""]).apply(null,arguments)};var _getInputWidth=Module[""_getInputWidth""]=function(){return(_getInputWidth=Module[""_getInputWidth""]=Module[""asm""][""v""]).apply(null,arguments)};var _getInputChannelCount=Module[""_getInputChannelCount""]=function(){return(_getInputChannelCount=Module[""_getInputChannelCount""]=Module[""asm""][""w""]).apply(null,arguments)};var _getOutputMemoryOffset=Module[""_getOutputMemoryOffset""]=function(){return(_getOutputMemoryOffset=Module[""_getOutputMemoryOffset""]=Module[""asm""][""x""]).apply(null,arguments)};var _getOutputHeight=Module[""_getOutputHeight""]=function(){return(_getOutputHeight=Module[""_getOutputHeight""]=Module[""asm""][""y""]).apply(null,arguments)};var _getOutputWidth=Module[""_getOutputWidth""]=function(){return(_getOutputWidth=Module[""_getOutputWidth""]=Module[""asm""][""z""]).apply(null,arguments)};var _getOutputChannelCount=Module[""_getOutputChannelCount""]=function(){return(_getOutputChannelCount=Module[""_getOutputChannelCount""]=Module[""asm""][""A""]).apply(null,arguments)};var _loadModel=Module[""_loadModel""]=function(){return(_loadModel=Module[""_loadModel""]=Module[""asm""][""B""]).apply(null,arguments)};var _runInference=Module[""_runInference""]=function(){return(_runInference=Module[""_runInference""]=Module[""asm""][""C""]).apply(null,arguments)};var ___errno_location=Module[""___errno_location""]=function(){return(___errno_location=Module[""___errno_location""]=Module[""asm""][""E""]).apply(null,arguments)};var calledRun;function ExitStatus(status){this.name=""ExitStatus"";this.message=""Program terminated with exit(""+status+"")"";this.status=status}dependenciesFulfilled=function runCaller(){if(!calledRun)run();if(!calledRun)dependenciesFulfilled=runCaller};function run(args){args=args||arguments_;if(runDependencies>0){return}preRun();if(runDependencies>0){return}function doRun(){if(calledRun)return;calledRun=true;Module[""calledRun""]=true;if(ABORT)return;initRuntime();preMain();readyPromiseResolve(Module);if(Module[""onRuntimeInitialized""])Module[""onRuntimeInitialized""]();postRun()}if(Module[""setStatus""]){Module[""setStatus""](""Running..."");setTimeout(function(){setTimeout(function(){Module[""setStatus""]("""")},1);doRun()},1)}else{doRun()}}Module[""run""]=run;function exit(status,implicit){if(implicit&&noExitRuntime&&status===0){return}if(noExitRuntime){}else{EXITSTATUS=status;exitRuntime();if(Module[""onExit""])Module[""onExit""](status);ABORT=true}quit_(status,new ExitStatus(status))}if(Module[""preInit""]){if(typeof Module[""preInit""]==""function"")Module[""preInit""]=[Module[""preInit""]];while(Module[""preInit""].length>0){Module[""preInit""].pop()()}}noExitRuntime=true;run();"
